LIMIT_BAL,EDUCATION,SEX_MAR,AgeBin,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,diff,default
110000,1,4,1,-1,-1,-1,-1,-1,-1,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,8360,5205,5145,35263,33942,32746,518239,0
370000,1,2,4,-2,-2,-2,-2,-2,-2,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,363907,354870,361796,354602,365208,356547,1126,0
100000,2,1,1,-1,2,2,-1,-1,-1,102349,96847,58824,29336,22979,-246,3166,0,1330,1398,12,50000,-2349,3153,41176,70664,77021,100246,254183,0
90000,2,2,2,-1,-1,-1,-1,-1,2,72112,73854,75526,77317,85852,88290,3500,3500,3652,10000,4000,0,17888,16146,14474,12683,4148,1710,448299,0
50000,2,4,1,-1,-1,-1,-1,-1,-1,28040,29092,29366,27737,28318,28806,1510,1442,982,1017,1277,567,21960,20908,20634,22263,21682,21194,164564,0
270000,2,2,2,-1,-1,-1,-1,-1,-1,37695,33397,30534,27598,26344,24641,5000,2000,3000,4000,3000,2000,232305,236603,239466,242402,243656,245359,161209,0
300000,1,4,2,-1,-1,-1,-1,-1,-1,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,299312,296720,300000,295660,297328,299200,-66,0
50000,2,4,1,-1,-1,-1,-1,-1,-1,8567,15273,11650,7457,3115,7725,15000,1000,149,0,5000,10000,41433,34727,38350,42543,46885,42275,22638,0
50000,1,4,1,1,-2,-2,-2,-2,-2,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,50709,50709,50709,52898,53272,53272,-11569,1
360000,1,2,1,1,-2,-1,-1,-2,-2,0,0,77,0,0,0,0,77,0,0,0,0,360000,360000,359923,360000,360000,360000,0,0
130000,3,1,4,1,2,2,2,2,3,64617,65978,67282,68557,72796,71345,3000,3000,3000,5500,0,0,65383,64022,62718,61443,57204,58655,396075,1
80000,1,2,2,-2,-1,-1,-1,-1,-1,6187,100,600,1438,1919,5380,504,500,1000,500,3500,0,73813,79900,79400,78562,78081,74620,9620,0
50000,2,2,2,1,2,-1,-1,-1,2,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,1140,2199,1637,19779,27123,27639,213983,0
20000,2,4,1,-1,-1,-1,-1,-1,-1,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,3999,7378,6779,6870,5966,5094,77001,0
80000,2,2,1,-1,-1,2,-1,-1,-1,77883,81811,80250,61467,10662,11486,5800,1000,600,400,1000,0,2117,-1811,-250,18533,69338,68514,314759,0
240000,1,2,2,-1,-1,2,-1,-1,-1,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,227788,213422,214669,213395,213721,238744,34070,0
80000,3,4,2,-1,-1,-1,-1,-1,-1,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000,30392,67588,65127,62636,62230,62540,100487,0
500000,1,2,3,-1,-1,-1,-1,-1,-1,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,443578,389384,389660,377033,391166,429936,356693,0
60000,2,2,1,-1,-1,-1,-1,-1,-1,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,1976,2109,11161,41029,40677,40605,211606,1
20000,2,2,1,-1,-1,-1,-1,-1,-1,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,9358,8323,6930,7720,18385,18380,45551,0
100000,2,2,2,1,2,-1,-1,2,-1,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,85517,86039,84677,83732,84132,83552,86751,1
360000,1,4,2,1,-1,-1,-1,-1,-1,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,357384,302923,354713,291555,346119,343760,-35742,0
200000,3,4,3,2,2,2,2,2,2,199436,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,564,-2947,6064,3814,-162,10085,1146598,1
130000,2,2,2,1,-1,-1,-1,-1,-1,0,5396,10270,13576,13864,14636,5396,5000,3500,501,1000,2000,130000,124604,119730,116424,116136,115364,40345,0
20000,2,4,2,1,5,4,4,3,2,21703,21087,21461,20835,20219,20487,0,1000,0,0,760,0,-1703,-1087,-1461,-835,-219,-487,124032,0
310000,1,2,2,-1,-1,-1,-1,-1,-1,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,250099,247853,247898,244125,249613,266672,313321,0
60000,1,4,1,2,-1,-1,-1,2,-1,19625,20347,21669,23005,22499,22873,1342,1664,2000,0,900,846,40375,39653,38331,36995,37501,37127,123266,1
180000,1,4,1,-1,-1,-1,-2,-1,-1,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,168614,179801,180000,180000,162773,162958,22973,0
180000,1,4,1,-1,-1,2,-1,-1,-2,14670,22087,21282,10200,0,0,37867,0,200,0,0,0,165330,157913,158718,169800,180000,180000,30172,0
50000,2,1,2,-1,-1,-1,-1,-1,-1,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,2210,31886,31750,50014,49928,49342,58359,0
50000,1,4,1,1,2,2,2,2,2,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,13834,12812,12320,11538,10772,9965,220627,1
150000,2,2,2,-2,-2,-2,-2,-2,-2,0,0,0,116,0,1500,0,0,116,0,1500,0,150000,150000,150000,149884,150000,148500,0,0
20000,1,4,1,-1,-1,-1,-1,-1,-1,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,1447,554,935,11668,1132,753,78745,0
500000,1,2,2,-2,-2,-2,-1,-1,-1,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,499588,499862,497701,498749,498794,498849,-15404,0
30000,3,4,1,1,2,2,-1,-1,-1,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,990,744,1878,164,28370,30000,114951,1
180000,1,2,2,-2,-2,-2,-2,-2,-2,750,0,0,0,0,0,0,0,0,0,0,0,179250,180000,180000,180000,180000,180000,750,0
140000,1,2,2,-1,-1,2,-1,-1,2,27123,27299,17985,20225,27407,10833,25000,0,3000,7800,0,2500,112877,112701,122015,119775,112593,129167,92572,0
140000,1,4,1,-1,-1,-1,-1,-1,-1,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,126576,122000,126999,134182,126494,139513,14397,0
120000,2,2,1,-1,-1,-1,-1,-1,-1,107314,110578,113736,116000,119131,122135,5000,5000,4152,5000,5000,5000,12686,9422,6264,4000,869,-2135,659742,0
360000,2,2,3,-1,-1,-1,-1,-1,-1,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,133570,128122,125808,169789,186443,213489,1165279,0
20000,3,1,3,-1,-1,-1,-1,-1,-1,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,19773,-351,-237,661,550,663,67403,0
100000,1,1,3,-1,-1,-1,-1,-1,-1,390,1473,390,390,390,0,1473,390,390,390,0,2380,99610,98527,99610,99610,99610,100000,-1990,0
210000,2,2,3,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,206912,208414,209657,206237,209123,210000,2669,1
80000,2,4,1,-1,-1,-1,-1,-1,-1,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,-1625,-1554,401,30448,30491,30432,377569,1
330000,1,2,4,-1,-1,-1,-1,-2,-2,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,321128,325663,327146,328310,330000,328291,8594,0
220000,1,2,1,-1,-1,-1,-1,-1,-1,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,114393,111083,108480,211697,220000,134368,315994,0
210000,1,2,2,1,-2,-1,-1,-1,-1,0,0,250,123,789,1222,0,250,0,789,1222,9616,210000,210000,209750,209877,209211,208778,-9493,1
40000,3,2,3,-1,-1,-1,-1,-1,-1,38257,38901,38103,36207,33138,31339,1700,1504,1200,1500,1500,1000,1743,1099,1897,3793,6862,8661,207541,0
30000,2,2,2,-1,-1,-1,2,-1,-1,28347,28108,18388,12992,7736,8032,3036,2309,0,1000,2000,148,1653,1892,11612,17008,22264,21968,95110,0
470000,2,2,1,2,2,2,2,-1,-1,296573,303320,307843,479978,305145,309959,13000,11001,0,10484,10838,10367,173427,166680,162157,-9978,164855,160041,1947128,0
30000,3,1,3,-1,-1,-1,-1,-1,2,390,390,390,240,1320,780,390,390,240,1470,0,0,29610,29610,29610,29760,28680,29220,1020,0
240000,2,2,2,1,-2,-2,-2,-2,-2,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,240946,240946,240946,240946,240946,240946,-5676,1
80000,2,2,2,2,-1,-1,-1,-1,-1,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,722,1499,1466,-16,3765,1755,451309,0
110000,3,6,2,-1,-1,-1,-1,-1,-1,89989,84229,79288,73315,63818,63208,4000,5000,3000,3000,3000,8954,20011,25771,30712,36685,46182,46792,426893,0
310000,1,4,2,-1,-1,-1,-1,-2,-2,1424,4542,126,0,0,0,4542,126,0,0,0,0,308576,305458,309874,310000,310000,310000,1424,0
360000,1,2,3,2,2,2,-1,-1,-1,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,254833,244532,247843,245310,242155,239762,653465,1
330000,3,4,3,-1,-1,-1,-1,-1,-1,335196,334954,335527,333860,335760,330121,12388,12378,12116,12450,12213,11678,-5196,-4954,-5527,-3860,-5760,-121,1932195,0
300000,2,4,2,-1,-1,-1,-1,-1,-1,291619,297268,205629,215827,208464,212508,12019,9006,17000,12000,9557,15000,8381,2732,94371,84173,91536,87492,1356733,0
320000,2,4,2,-1,-1,-1,-1,-1,-1,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,228347,225963,211403,254087,276195,286737,395402,0
50000,3,4,2,1,3,2,-1,-1,-1,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,-2626,-1537,795,19606,19751,20043,209651,1
170000,1,4,1,-1,-1,-1,-1,-1,-1,130370,131199,128900,125514,127280,128839,6530,4860,22500,4820,4877,4962,39630,38801,41100,44486,42720,41161,723553,0
350000,3,1,3,-1,-1,-1,-1,-1,-2,3265,2686,1864,569,0,0,2686,1864,569,0,0,0,346735,347314,348136,349431,350000,350000,3265,0
20000,2,1,2,-1,-1,-1,-1,-1,-1,16455,16511,18902,18768,18650,19175,1609,3000,663,676,834,782,3545,3489,1098,1232,1350,825,100897,0
50000,2,2,1,2,-1,-1,-1,-1,-1,49758,48456,44116,21247,20066,18858,2401,2254,2004,704,707,1004,242,1544,5884,28753,29934,31142,193427,1
20000,3,4,1,1,2,-1,-1,-1,-1,19154,18165,17233,7630,1730,0,0,1333,500,100,0,3200,846,1835,2767,12370,18270,20000,58779,0
50000,1,4,1,-1,-1,-1,-1,-1,-1,35084,35796,30937,19420,10385,1308,2090,2002,1002,238,1011,389,14916,14204,19063,30580,39615,48692,126198,0
20000,2,2,1,1,2,-1,-1,2,-1,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,-235,2868,3144,3125,6546,9896,81456,1
50000,2,1,1,-1,-1,-2,-1,-1,-1,102800,0,0,2624,45567,46557,0,0,2624,45567,1747,2000,-52800,50000,50000,47376,4433,3443,145610,0
190000,2,2,2,2,-1,-1,-1,2,2,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769,60199,58617,55621,47677,49880,39948,793171,1
60000,2,2,2,-1,-1,-1,-1,-1,-1,58203,36367,20934,20694,20175,19421,1506,1298,1000,721,811,599,1797,23633,39066,39306,39825,40579,169859,0
80000,1,2,2,-1,-1,-1,-1,-1,-1,7988,3977,6848,1719,1378,19942,3983,6853,1719,1378,19942,2418,72012,76023,73152,78281,78622,60058,5559,0
150000,2,4,1,-1,-1,-1,-1,-1,-1,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,22598,39950,98453,105616,113100,120503,387155,0
210000,1,4,2,-2,-2,-2,-2,-1,-1,1440,0,7422,893,6082,2293,0,7422,893,6082,2293,3299,208560,210000,202578,209107,203918,207707,-1859,0
240000,3,2,4,-1,-1,-1,-1,-1,-1,234205,231669,214642,207642,210375,214694,10116,9150,8008,8000,8009,7714,5795,8331,25358,32358,29625,25306,1262230,1
140000,2,6,3,-1,-1,-1,-1,-1,-1,19346,21708,22940,19068,16409,16383,3000,2000,2198,1000,3000,2399,120654,118292,117060,120932,123591,123617,102257,1
60000,1,4,1,1,2,2,-2,-2,-1,21501,20650,0,0,0,2285,0,0,0,0,2285,0,38499,39350,60000,60000,60000,57715,42151,0
50000,1,2,2,-1,-1,-1,-1,-1,-1,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,2826,2026,1370,-803,19211,34126,228444,0
50000,2,4,1,-1,-1,-1,-1,-1,-1,26655,27724,28676,27990,28790,29399,1800,1750,900,1200,1200,1100,23345,22276,21324,22010,21210,20601,161284,0
180000,1,4,2,-1,-1,2,2,-1,-1,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176,176861,174147,177179,180000,177179,180000,8816,0
30000,1,4,3,-1,-1,2,2,2,2,142,215,139,19,19,79,355,120,0,0,60,60,29858,29785,29861,29981,29981,29921,18,0
20000,2,4,3,-1,-1,-1,-1,-1,-2,19816,20396,20102,19575,0,0,1601,2203,2114,0,0,0,184,-396,-102,425,20000,20000,73971,0
250000,2,2,6,-1,-1,-1,-1,-1,-1,52874,1631,1536,1010,5572,794,1631,1536,1010,5572,794,1184,197126,248369,248464,248990,244428,249206,51690,0
100000,2,4,1,-1,-1,-1,-1,-1,-1,37767,34457,30036,30337,30997,32904,1788,1799,1100,1150,2423,0,62233,65543,69964,69663,69003,67096,188238,0
330000,1,2,1,-1,-1,-1,-1,2,-1,46140,45781,48139,51137,39450,25358,2504,4007,5056,74,1023,2566,283860,284219,281861,278863,290550,304642,240775,0
50000,3,1,3,-1,-1,-1,-1,-1,-1,35713,15392,16099,16418,16765,17484,1561,1268,587,611,1000,2000,14287,34608,33901,33582,33235,32516,110844,0
50000,2,4,1,1,2,2,-1,-1,-1,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,-867,-1486,1131,19885,20473,20002,230800,0
30000,2,2,1,-1,-1,-1,-1,-1,-1,29242,29507,29155,25255,22001,0,5006,1244,851,955,0,0,758,493,845,4745,7999,30000,127104,0
140000,2,4,1,-1,-1,-1,-1,-1,-1,101551,105246,104781,105334,107699,106828,5366,5087,3605,3894,3785,3304,38449,34754,35219,34666,32301,33172,606398,1
160000,1,4,1,-1,-1,-1,-1,-1,-1,70243,47779,28052,7222,99669,84426,7042,2000,1000,99669,12600,10000,89757,112221,131948,152778,60331,75574,205080,0
400000,2,4,1,-1,-1,-1,-1,-1,-1,19532,3719,1453,4944,1896,2486,3127,1469,4968,1905,2494,862,380468,396281,398547,395056,398104,397514,19205,0
50000,2,1,1,-1,-1,-1,-1,-1,-1,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,22301,21487,20659,20072,20467,21462,166710,0
140000,2,2,3,-1,-1,-1,-1,-1,-1,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,138846,138767,139138,138645,138870,118639,-406,0
160000,2,2,2,-1,-1,-1,-1,-1,-1,8015,2453,9624,52572,7333,2210,2453,9880,52572,1546,2210,0,151985,157547,150376,107428,152667,157790,13546,0
100000,3,2,3,-1,-1,-2,-2,-2,-2,62170,0,0,0,0,0,0,0,0,0,0,0,37830,100000,100000,100000,100000,100000,62170,0
220000,1,1,3,2,-1,-1,-1,-1,-1,210380,213522,201852,169115,172169,162402,10000,9020,6000,5500,6000,5500,9620,6478,18148,50885,47831,57598,1087420,1
510000,1,4,1,-1,-1,-1,-1,-1,-1,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,431669,410586,402314,406224,422735,473261,352741,0
50000,2,2,1,-1,-1,-1,-1,-1,-1,49276,35100,32563,27823,29130,28309,1602,1400,3000,3130,1062,6318,724,14900,17437,22177,20870,21691,185689,0
160000,1,2,2,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,155527,155336,154031,141059,143422,147348,19135,0
230000,1,4,2,-2,-2,-2,-2,-2,-2,2283,50815,0,0,299,338,51315,0,0,299,338,0,227717,179185,230000,230000,229701,229662,1783,0
80000,1,4,2,-1,-1,-1,-1,-1,-1,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,69885,79751,74014,79812,78356,63128,6097,0
150000,2,2,1,-1,-1,-2,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,143844,150000,150000,149684,149684,149684,5840,0
10000,3,2,1,-1,-1,-1,-1,-1,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,3026,2162,998,818,271,589,48204,0
130000,3,4,3,-1,-1,-1,-1,-1,-1,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,40997,38638,57803,80346,101935,102500,347795,1
40000,1,4,3,-1,-1,-1,-1,-1,-1,34871,34449,33634,34586,34762,35673,1600,1600,1500,1500,1500,1500,5129,5551,6366,5414,5238,4327,198775,0
50000,2,2,1,3,2,2,-1,-1,-1,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,36306,35120,35758,36032,35681,47386,67086,1
100000,3,2,2,-1,-1,-1,-1,-1,-1,70003,31545,20974,19713,19848,18126,2035,2004,616,2007,1009,2015,29997,68455,79026,80287,80152,81874,170523,0
120000,1,1,2,-1,2,-1,-1,-1,-1,1082,632,1350,900,450,0,0,1350,0,0,0,450,118918,119368,118650,119100,119550,120000,2614,0
260000,1,4,4,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,260000,260000,260000,260000,260000,260000,0,1
200000,2,4,2,-1,-1,-1,-1,-1,-1,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,188747,187148,185976,185488,183675,188095,69349,0
360000,2,4,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,360000,360000,360000,360000,360000,360000,0,1
70000,2,4,2,-1,-1,-1,-1,-1,-1,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,1301,880,1624,39837,55690,54915,237506,0
460000,1,1,3,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,459829,457285,460013,457359,460010,437465,112,1
50000,1,4,1,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,48844,49684,49684,49684,49684,49684,840,0
50000,3,1,2,-1,-1,-1,-1,-1,-1,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,-859,-462,-654,29954,29933,30297,204787,0
250000,2,2,2,-1,-1,-1,-1,-1,-1,103109,102594,97109,99029,100871,101299,4000,4500,5000,4000,5000,4400,146891,147406,152891,150971,149129,148701,577111,0
30000,1,4,1,-1,-1,-1,-1,-1,-2,1512,2458,664,1814,0,0,1000,664,1500,0,0,0,28488,27542,29336,28186,30000,30000,3284,0
270000,2,1,3,-1,-1,-1,-1,-1,-1,127543,109189,92630,69669,44149,43414,10063,5162,10150,44299,43509,31031,142457,160811,177370,200331,225851,226586,342380,0
180000,3,4,2,-1,-1,-1,-1,-1,-1,163935,153152,147032,122196,103692,70204,7722,6091,3563,3605,3000,3211,16065,26848,32968,57804,76308,109796,733019,0
100000,1,4,1,-1,-1,-1,-1,-1,-1,53494,52656,52600,52336,55831,56265,4173,3000,2025,5000,3000,3000,46506,47344,47400,47664,44169,43735,302984,0
230000,3,2,2,-1,-1,-1,-1,-1,-1,195126,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,34874,141257,137805,135186,131818,131543,638517,0
210000,1,2,3,-1,-1,-1,-1,-1,-1,110346,41986,21874,20076,16171,586,41986,21874,20076,16171,586,19777,99654,168014,188126,189924,193829,209414,90569,0
210000,1,2,2,2,-1,-1,-1,-1,-1,60502,62804,62769,62683,63663,46549,3276,2026,2000,2000,2000,2502,149498,147196,147231,147317,146337,163451,345166,0
440000,2,2,3,-1,-1,-1,-1,-1,-1,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,259359,258443,290056,326865,334720,342378,798433,0
100000,2,4,1,2,-1,-1,-1,-1,-1,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,29104,28322,29875,30144,30282,48635,390428,1
240000,2,2,3,-1,-1,-1,-1,-1,-1,8751,9900,10605,10765,11765,4311,1295,1000,1000,1000,1000,1000,231249,230100,229395,229235,228235,235689,49802,0
280000,1,2,2,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339603,898,325,898,325,0,345293,279102,279102,279675,279102,279675,619603,-683998,1
50000,2,4,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,50000,50000,50000,50000,0,1
30000,2,1,3,3,2,2,2,2,2,1700,2610,1914,2182,2000,2566,1100,0,300,0,600,0,28300,27390,28086,27818,28000,27434,10972,0
10000,2,2,1,-1,-1,2,-1,-1,-1,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,2985,-227,440,99,37,-182,51378,1
130000,1,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,130000,130000,130000,130000,130000,130000,-1500,0
200000,1,2,2,-1,-1,-1,-1,-1,-1,194353,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,5647,2656,13708,66655,66366,66010,942533,0
120000,2,2,1,-1,-1,-1,-1,-1,-1,1686,657,2179,1423,0,1820,657,2319,1423,0,1820,2496,118314,119343,117821,118577,120000,118180,-950,0
210000,2,2,2,-1,-1,-1,-1,-1,-1,143225,142996,144415,148190,147993,131629,6483,5082,6000,5900,4544,4700,66775,67004,65585,61810,62007,78371,825739,0
280000,1,2,2,-1,-1,-1,-1,-1,-1,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,221017,219212,216775,250299,249828,249229,261922,0
300000,1,2,2,1,-2,-1,-1,-1,-1,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,300000,300000,286999,287399,280405,299797,12601,1
100000,2,2,2,-1,-1,-1,-1,-1,-1,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,791,1778,32815,33074,33204,35487,447548,0
440000,1,4,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,162000,0,440000,440000,440000,440000,440000,440000,-162000,0
50000,3,2,3,-1,-1,-1,-1,-1,-1,49941,51213,12104,12898,13687,14458,2400,1206,1000,1000,1000,1000,59,-1213,37896,37102,36313,35542,146695,0
20000,1,4,1,-1,-1,2,-1,-1,-1,11968,14564,27820,15824,15761,12510,2800,0,4000,1700,1000,2000,8032,5436,-7820,4176,4239,7490,86947,1
200000,1,4,1,-1,-1,-1,-1,-1,-1,871,665,960,4242,4084,7414,665,960,3908,1014,3500,2880,199129,199335,199040,195758,195916,192586,5309,0
110000,2,4,1,-2,-2,-2,-2,-2,-2,432,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,109568,106780,104296,108744,108152,109600,736,0
500000,2,2,2,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,489517,476044,500000,491500,495410,500000,10477,0
300000,2,2,1,1,-1,-1,-2,-2,-2,0,5215,0,0,0,0,5215,0,0,0,0,0,300000,294785,300000,300000,300000,300000,0,0
30000,3,1,4,2,2,2,3,3,4,9720,10613,11339,12841,13836,14514,1200,1200,2000,1500,1500,1500,20280,19387,18661,17159,16164,15486,63963,1
60000,1,4,1,-1,-1,-1,-1,-1,-1,20847,13801,14366,4889,273,11736,13809,14583,4889,273,13557,0,39153,46199,45634,55111,59727,48264,18801,0
400000,2,2,2,-1,-1,-1,-1,-1,-1,3697,3600,1354,5322,5103,2077,1000,1354,5322,6,2386,9085,396303,396400,398646,394678,394897,397923,2000,0
180000,2,2,2,-1,-1,-1,-1,-1,-1,143301,146333,147042,127814,130331,132845,7000,5000,5000,4900,5000,5100,36699,33667,32958,52186,49669,47155,795666,0
20000,1,2,3,-1,-1,-1,2,-1,-1,10934,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,9066,6262,3433,9589,6943,5660,68447,0
200000,3,2,3,-1,2,2,2,-1,-1,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,147561,148960,143795,145277,141343,140017,316761,1
100000,1,2,1,-1,-1,-1,-1,-1,-1,55734,52557,33415,28776,17580,6441,1631,1286,200,645,909,200,44266,47443,66585,71224,82420,93559,189632,0
60000,2,2,1,-1,-1,-1,-1,-1,-1,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,10493,26718,25688,42723,42192,40654,163519,1
110000,2,4,2,-1,-1,-1,-1,-1,-1,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,62181,61053,59670,59106,57825,56348,290317,0
260000,3,2,4,1,-1,-1,-2,-2,-1,0,165,526,452,397,485,165,526,452,397,485,459,260000,259835,259474,259548,259603,259515,-459,0
50000,3,2,3,3,2,2,-1,-1,-1,48522,50955,29516,29742,29898,24883,3754,1,1070,1030,863,654,1478,-955,20484,20258,20102,25117,206144,0
180000,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,180002,180002,180002,180002,180002,180002,-12,0
110000,2,2,1,1,2,2,-1,-1,-1,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,51638,53402,58092,61353,62138,62031,300992,1
340000,1,4,1,-1,-1,-1,-1,-1,-1,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,167820,159860,173719,184372,194355,236737,832990,0
50000,2,2,1,-1,-1,-1,-1,-1,-1,1399,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,48601,47559,46135,42524,41616,41915,20631,0
230000,2,2,1,-1,-1,-1,-2,-1,-1,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,203639,211174,228900,227900,229233,223827,43577,1
360000,2,4,2,-1,-1,-1,-1,-1,-1,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,266971,265946,268166,264369,259877,259262,518409,0
210000,2,2,3,1,-2,-1,-1,-1,-1,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,210000,210000,171987,169445,164925,172944,108686,0
220000,2,2,3,-1,2,2,-1,2,-1,650,650,325,950,475,325,325,0,950,0,325,325,219350,219350,219675,219050,219525,219675,1450,1
60000,2,2,2,2,2,2,2,2,-1,24898,27976,27233,30184,29566,30225,3800,0,3720,0,1300,1291,35102,32024,32767,29816,30434,29775,159971,1
340000,2,1,4,-2,-1,-1,-2,-2,-2,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,289604,295335,331700,337810,315401,332584,-26820,0
150000,1,1,3,2,2,2,2,2,2,99855,102586,100064,104975,107147,109428,5200,0,8100,4000,4200,4200,50145,47414,49936,45025,42853,40572,598355,0
200000,2,2,2,1,-1,2,-1,-1,-1,-179,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,200179,199495,199811,193227,176791,183107,-4010,1
130000,2,4,3,-1,-1,2,-1,-1,-1,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,120441,117606,118117,120174,119833,117315,59314,1
60000,1,4,1,1,2,-1,-1,-1,-1,10540,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,49460,49768,48763,48573,39027,28143,65570,0
